belief,n,log_loss,brier,mean_signed_err,money_log_loss,money_brier,money_signed_err,weight
p_true,14346,0.6226487140253417,0.21434283179178557,0.0003540938223736262,0.6174318387405775,0.21157521208365218,-0.0014586240397382831,28803536.520000003
p_sell,14346,0.6226558777793073,0.21434714525620313,0.00035409382237362703,0.6174483447224802,0.21158424275484697,-0.0014552190264509875,28803536.520000003
