day,buckets,turnover_forecast,egm_opt,egm_hkjc_theta,egm_actual_odds,realized_gm,realized_turnover,margin_opt,margin_hkjc_theta,margin_actual_odds,margin_realized,lift_vs_actual,lift_vs_actual_pct,lift_from_theta,lift_from_pricer,buckets_better,buckets_worse
2026-07-01,24,791296.8200000001,118734.78702956424,59671.3367886246,60165.58328669531,125082.88999999998,870712.72,0.15005088359834964,0.07540954959053746,0.07603415275534067,0.14365575134815992,58569.20374286892,0.07401673084300897,59063.45024093964,-494.24649807071546,24,0
2026-07-02,24,774078.05,81589.6780447065,58394.43085067933,59091.957540164265,-73068.09000000001,864132.94,0.10540239197417688,0.07543739400785145,0.0763385004137041,-0.08455653825671779,22497.72050454223,0.029063891560472784,23195.247194027164,-697.5266894849337,23,1
2026-07-03,24,740716.0800000001,86130.75923673126,56128.8939422847,56429.785293986635,36427.149999999994,864264.83,0.1162803961765367,0.07577652957430693,0.07618274642287585,0.04214813415466645,29700.973942744626,0.04009764975366084,30001.865294446558,-300.89135170193185,24,0
